"ZCTA5","ZIPNAME","COUNTY","CBSA","CBSA_NAME","MSA","MSA_NAME"
"98632","LONGVIEW","Cowlitz WA","31020","Longview, WA","31020"," "
"98635","LYLE","Klickitat WA",NA," ",NA," "
"98638","NASELLE","Pacific WA",NA," ",NA," "
"98638","NASELLE","Wahkiakum WA",NA," ",NA," "
"98639","NORTH BONNEVILLE","Skamania WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98640","OCEAN PARK","Pacific WA",NA," ",NA," "
"98641","OYSTERVILLE","Pacific WA",NA," ",NA," "
"98642","RIDGEFIELD","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98642","RIDGEFIELD","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98642","RIDGEFIELD","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98643","ROSBURG","Wahkiakum WA",NA," ",NA," "
"98644","SEAVIEW","Pacific WA",NA," ",NA," "
"98645","SILVERLAKE","Cowlitz WA","31020","Longview, WA","31020"," "
"98645","SILVERLAKE","Cowlitz WA","31020","Longview, WA","31020"," "
"98647","SKAMOKAWA","Wahkiakum WA",NA," ",NA," "
"98647","SKAMOKAWA","Wahkiakum WA",NA," ",NA," "
"98648","STEVENSON","Skamania WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98648","STEVENSON","Skamania WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98648","STEVENSON","Skamania WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98649","TOUTLE","Cowlitz WA","31020","Longview, WA","31020"," "
"98650","TROUT LAKE","Klickitat WA",NA," ",NA," "
"98651","UNDERWOOD","Skamania WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98660","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98661","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98661","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98662","ORCHARDS","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98662","ORCHARDS","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98662","ORCHARDS","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98663","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98664","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98665","HAZEL DELL","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98670","WAHKIACUS","Klickitat WA",NA," ",NA," "
"98671","WASHOUGAL","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98671","WASHOUGAL","Skamania WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98672","WHITE SALMON","Klickitat WA",NA," ",NA," "
"98672","WHITE SALMON","Klickitat WA",NA," ",NA," "
"98673","WISHRAM","Klickitat WA",NA," ",NA," "
"98674","WOODLAND","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98674","WOODLAND","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98674","WOODLAND","Cowlitz WA","31020","Longview, WA","31020"," "
"98675","YACOLT","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98675","YACOLT","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98682","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98682","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98682","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98683","98683","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98684","CASCADE PARK","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98684","CASCADE PARK","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98685","FELIDA","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98686","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98686","VANCOUVER","Clark WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"986XX","986XX","Cowlitz WA","31020","Longview, WA","31020"," "
"986XX","986XX","Cowlitz WA","31020","Longview, WA","31020"," "
"986XX","986XX","Klickitat WA",NA," ",NA," "
"986XX","986XX","Pacific WA",NA," ",NA," "
"986XX","986XX","Skamania WA","38900","Portland-Vancouver-Hillsboro, OR-WA","38900"," "
"98801","WENATCHEE","Chelan WA","48300","Wenatchee, WA","48300"," "
"98801","WENATCHEE","Chelan WA","48300","Wenatchee, WA","48300"," "
"98801","WENATCHEE","Chelan WA","48300","Wenatchee, WA","48300"," "
"98802","EAST WENATCHEE","Douglas WA","48300","Wenatchee, WA","48300"," "
"98802","EAST WENATCHEE","Douglas WA","48300","Wenatchee, WA","48300"," "
"98802","EAST WENATCHEE","Douglas WA","48300","Wenatchee, WA","48300"," "
"98811","ARDENVOIR","Chelan WA","48300","Wenatchee, WA","48300"," "
"98812","BREWSTER","Douglas WA","48300","Wenatchee, WA","48300"," "
"98812","BREWSTER","Okanogan WA",NA," ",NA," "
"98812","BREWSTER","Okanogan WA",NA," ",NA," "
"98813","BRIDGEPORT","Douglas WA","48300","Wenatchee, WA","48300"," "
"98814","CARLTON","Okanogan WA",NA," ",NA," "
"98815","CASHMERE","Chelan WA","48300","Wenatchee, WA","48300"," "
"98815","CASHMERE","Chelan WA","48300","Wenatchee, WA","48300"," "
"98816","CHELAN","Chelan WA","48300","Wenatchee, WA","48300"," "
"98816","CHELAN","Chelan WA","48300","Wenatchee, WA","48300"," "
"98816","CHELAN","Chelan WA","48300","Wenatchee, WA","48300"," "
"98816","CHELAN","Chelan WA","48300","Wenatchee, WA","48300"," "
"98817","CHELAN FALLS","Chelan WA","48300","Wenatchee, WA","48300"," "
"98819","CONCONULLY","Okanogan WA",NA," ",NA," "
"98821","DRYDEN","Chelan WA","48300","Wenatchee, WA","48300"," "
"98822","ENTIAT","Chelan WA","48300","Wenatchee, WA","48300"," "
"98822","ENTIAT","Chelan WA","48300","Wenatchee, WA","48300"," "
"98823","EPHRATA","Grant WA","34180","Moses Lake, WA","34180"," "
"98823","EPHRATA","Grant WA","34180","Moses Lake, WA","34180"," "
"98826","LEAVENWORTH","Chelan WA","48300","Wenatchee, WA","48300"," "
"98826","LEAVENWORTH","Chelan WA","48300","Wenatchee, WA","48300"," "
"98827","LOOMIS","Okanogan WA",NA," ",NA," "
"98827","LOOMIS","Okanogan WA",NA," ",NA," "
"98828","MALAGA","Chelan WA","48300","Wenatchee, WA","48300"," "
"98829","MALOTT","Okanogan WA",NA," ",NA," "
"98829","MALOTT","Okanogan WA",NA," ",NA," "
"98829","MALOTT","Okanogan WA",NA," ",NA," "
"98830","MANSFIELD","Douglas WA","48300","Wenatchee, WA","48300"," "
"98831","MANSON","Chelan WA","48300","Wenatchee, WA","48300"," "
"98832","MARLIN","Grant WA","34180","Moses Lake, WA","34180"," "
"98833","MAZAMA","Okanogan WA",NA," ",NA," "
"98834","METHOW","Okanogan WA",NA," ",NA," "
"98834","METHOW","Okanogan WA",NA," ",NA," "
"98836","MONITOR","Chelan WA","48300","Wenatchee, WA","48300"," "
"98837","MOSES LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98837","MOSES LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98837","MOSES LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98837","MOSES LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98837","MOSES LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98837","MOSES LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98840","OKANOGAN","Okanogan WA",NA," ",NA," "
"98840","OKANOGAN","Okanogan WA",NA," ",NA," "
"98840","OKANOGAN","Okanogan WA",NA," ",NA," "
"98841","OMAK","Okanogan WA",NA," ",NA," "
"98841","OMAK","Okanogan WA",NA," ",NA," "
"98841","OMAK","Okanogan WA",NA," ",NA," "
"98843","ORONDO","Douglas WA","48300","Wenatchee, WA","48300"," "
"98844","OROVILLE","Okanogan WA",NA," ",NA," "
"98845","PALISADES","Douglas WA","48300","Wenatchee, WA","48300"," "
"98846","PATEROS","Okanogan WA",NA," ",NA," "
"98846","PATEROS","Okanogan WA",NA," ",NA," "
"98847","PESHASTIN","Chelan WA","48300","Wenatchee, WA","48300"," "
"98848","QUINCY","Douglas WA","48300","Wenatchee, WA","48300"," "
"98848","QUINCY","Douglas WA","48300","Wenatchee, WA","48300"," "
"98848","QUINCY","Grant WA","34180","Moses Lake, WA","34180"," "
"98848","QUINCY","Grant WA","34180","Moses Lake, WA","34180"," "
"98848","QUINCY","Grant WA","34180","Moses Lake, WA","34180"," "
"98848","QUINCY","Grant WA","34180","Moses Lake, WA","34180"," "
"98849","RIVERSIDE","Okanogan WA",NA," ",NA," "
"98849","RIVERSIDE","Okanogan WA",NA," ",NA," "
"98849","RIVERSIDE","Okanogan WA",NA," ",NA," "
"98850","ROCK ISLAND","Douglas WA","48300","Wenatchee, WA","48300"," "
"98850","ROCK ISLAND","Douglas WA","48300","Wenatchee, WA","48300"," "
"98851","SOAP LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98851","SOAP LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98851","SOAP LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98851","SOAP LAKE","Grant WA","34180","Moses Lake, WA","34180"," "
"98852","STEHEKIN","Chelan WA","48300","Wenatchee, WA","48300"," "
"98853","STRATFORD","Grant WA","34180","Moses Lake, WA","34180"," "
"98855","TONASKET","Okanogan WA",NA," ",NA," "
"98855","TONASKET","Okanogan WA",NA," ",NA," "
"98855","TONASKET","Okanogan WA",NA," ",NA," "
"98856","TWISP","Okanogan WA",NA," ",NA," "
"98857","WARDEN","Grant WA","34180","Moses Lake, WA","34180"," "
"98857","WARDEN","Grant WA","34180","Moses Lake, WA","34180"," "
"98858","WATERVILLE","Douglas WA","48300","Wenatchee, WA","48300"," "
"98858","WATERVILLE","Douglas WA","48300","Wenatchee, WA","48300"," "
"98859","WAUCONDA","Okanogan WA",NA," ",NA," "
"98860","WILSON CREEK","Grant WA","34180","Moses Lake, WA","34180"," "
"98860","WILSON CREEK","Grant WA","34180","Moses Lake, WA","34180"," "
"98862","WINTHROP","Okanogan WA",NA," ",NA," "
"98862","WINTHROP","Okanogan WA",NA," ",NA," "
"988XX","988XX","Chelan WA","48300","Wenatchee, WA","48300"," "
"988XX","988XX","Chelan WA","48300","Wenatchee, WA","48300"," "
"988XX","988XX","Chelan WA","48300","Wenatchee, WA","48300"," "
"988XX","988XX","Douglas WA","48300","Wenatchee, WA","48300"," "
"988XX","988XX","Douglas WA","48300","Wenatchee, WA","48300"," "
"988XX","988XX","Okanogan WA",NA," ",NA," "
"988XX","988XX","Okanogan WA",NA," ",NA," "
"988XX","988XX","Okanogan WA",NA," ",NA," "
"988XX","988XX","Okanogan WA",NA," ",NA," "
"98901","TERRACE HEIGHTS","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98901","TERRACE HEIGHTS","Yakima WA","49420","Yakima, WA","49420"," "
"98901","TERRACE HEIGHTS","Yakima WA","49420","Yakima, WA","49420"," "
"98902","YAKIMA","Yakima WA","49420","Yakima, WA","49420"," "
"98903","UNION GAP","Yakima WA","49420","Yakima, WA","49420"," "
"98903","UNION GAP","Yakima WA","49420","Yakima, WA","49420"," "
"98903","UNION GAP","Yakima WA","49420","Yakima, WA","49420"," "
"98908","WIDE HOLLOW","Yakima WA","49420","Yakima, WA","49420"," "
"98908","WIDE HOLLOW","Yakima WA","49420","Yakima, WA","49420"," "
"98922","CLE ELUM","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98922","CLE ELUM","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98922","CLE ELUM","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98923","COWICHE","Yakima WA","49420","Yakima, WA","49420"," "
"98923","COWICHE","Yakima WA","49420","Yakima, WA","49420"," "
"98925","EASTON","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98925","EASTON","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98926","ELLENSBURG","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98926","ELLENSBURG","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98926","ELLENSBURG","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98926","ELLENSBURG","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98930","GRANDVIEW","Benton WA","28420","Kennewick-Richland, WA","28420"," "
"98930","GRANDVIEW","Yakima WA","49420","Yakima, WA","49420"," "
"98932","GRANGER","Yakima WA","49420","Yakima, WA","49420"," "
"98932","GRANGER","Yakima WA","49420","Yakima, WA","49420"," "
"98933","HARRAH","Yakima WA","49420","Yakima, WA","49420"," "
"98933","HARRAH","Yakima WA","49420","Yakima, WA","49420"," "
"98934","KITTITAS","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98935","MABTON","Yakima WA","49420","Yakima, WA","49420"," "
"98935","MABTON","Yakima WA","49420","Yakima, WA","49420"," "
"98935","MABTON","Yakima WA","49420","Yakima, WA","49420"," "
"98936","MOXEE","Yakima WA","49420","Yakima, WA","49420"," "
"98936","MOXEE","Yakima WA","49420","Yakima, WA","49420"," "
"98937","WHITE PASS","Yakima WA","49420","Yakima, WA","49420"," "
"98937","WHITE PASS","Yakima WA","49420","Yakima, WA","49420"," "
"98938","OUTLOOK","Yakima WA","49420","Yakima, WA","49420"," "
"98940","RONALD","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98941","ROSLYN","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98942","SELAH","Yakima WA","49420","Yakima, WA","49420"," "
"98942","SELAH","Yakima WA","49420","Yakima, WA","49420"," "
"98943","SOUTH CLE ELUM","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98944","SUNNYSIDE","Benton WA","28420","Kennewick-Richland, WA","28420"," "
"98944","SUNNYSIDE","Yakima WA","49420","Yakima, WA","49420"," "
"98944","SUNNYSIDE","Yakima WA","49420","Yakima, WA","49420"," "
"98946","THORP","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98946","THORP","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98947","TIETON","Yakima WA","49420","Yakima, WA","49420"," "
"98948","TOPPENISH","Yakima WA","49420","Yakima, WA","49420"," "
"98948","TOPPENISH","Yakima WA","49420","Yakima, WA","49420"," "
"98950","VANTAGE","Kittitas WA","21260","Ellensburg, WA","21260"," "
"98951","WAPATO","Yakima WA","49420","Yakima, WA","49420"," "
"98951","WAPATO","Yakima WA","49420","Yakima, WA","49420"," "
"98951","WAPATO","Yakima WA","49420","Yakima, WA","49420"," "
"98951","WAPATO","Yakima WA","49420","Yakima, WA","49420"," "
"98952","WHITE SWAN","Yakima WA","49420","Yakima, WA","49420"," "
"98952","WHITE SWAN","Yakima WA","49420","Yakima, WA","49420"," "
"98953","ZILLAH","Yakima WA","49420","Yakima, WA","49420"," "
"989XX","989XX","Kittitas WA","21260","Ellensburg, WA","21260"," "
"989XX","989XX","Kittitas WA","21260","Ellensburg, WA","21260"," "
"989XX","989XX","Kittitas WA","21260","Ellensburg, WA","21260"," "
"989XX","989XX","Yakima WA","49420","Yakima, WA","49420"," "
"989XX","989XX","Yakima WA","49420","Yakima, WA","49420"," "
"989XX","989XX","Yakima WA","49420","Yakima, WA","49420"," "
"989XX","989XX","Yakima WA","49420","Yakima, WA","49420"," "
"99001","AIRWAY HEIGHTS","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99003","CHATTAROY","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99003","CHATTAROY","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99004","CHENEY","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99004","CHENEY","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99004","CHENEY","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99004","CHENEY","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99004","CHENEY","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99005","COLBERT","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99005","COLBERT","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99006","DEER PARK","Pend Oreille WA",NA," ",NA," "
"99006","DEER PARK","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99006","DEER PARK","Stevens WA",NA," ",NA," "
"99006","DEER PARK","Stevens WA",NA," ",NA," "
"99008","EDWALL","Lincoln WA",NA," ",NA," "
"99008","EDWALL","Lincoln WA",NA," ",NA," "
"99008","EDWALL","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99009","ELK","Pend Oreille WA",NA," ",NA," "
"99009","ELK","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99009","ELK","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99009","ELK","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99011","FAIRCHILD AIR FO","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99011","FAIRCHILD AIR FO","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99012","FAIRFIELD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99013","FORD","Lincoln WA",NA," ",NA," "
"99013","FORD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99013","FORD","Stevens WA",NA," ",NA," "
"99013","FORD","Stevens WA",NA," ",NA," "
"99016","GREENACRES","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99016","GREENACRES","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99016","GREENACRES","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99017","LAMONT","Whitman WA","39420","Pullman, WA","39420"," "
"99018","LATAH","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99019","LIBERTY LAKE","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99020","MARSHALL","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99021","MEAD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99021","MEAD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99021","MEAD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99021","MEAD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99022","ESPANOLA","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99022","ESPANOLA","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99023","MICA","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99023","MICA","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99025","NEWMAN LAKE","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99025","NEWMAN LAKE","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99026","NINE MILE FALLS","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99026","NINE MILE FALLS","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99026","NINE MILE FALLS","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99026","NINE MILE FALLS","Stevens WA",NA," ",NA," "
"99027","OTIS ORCHARDS","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99027","OTIS ORCHARDS","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99027","OTIS ORCHARDS","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99029","REARDAN","Lincoln WA",NA," ",NA," "
"99029","REARDAN","Lincoln WA",NA," ",NA," "
"99029","REARDAN","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99030","ROCKFORD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99030","ROCKFORD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99031","SPANGLE","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99031","SPANGLE","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99032","SPRAGUE","Adams WA",NA," ",NA," "
"99032","SPRAGUE","Lincoln WA",NA," ",NA," "
"99033","TEKOA","Whitman WA","39420","Pullman, WA","39420"," "
"99034","TUMTUM","Stevens WA",NA," ",NA," "
"99036","VALLEYFORD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99036","VALLEYFORD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99036","VALLEYFORD","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99037","VERADALE","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99040","WELLPINIT","Stevens WA",NA," ",NA," "
"990XX","990XX","Lincoln WA",NA," ",NA," "
"99101","ADDY","Stevens WA",NA," ",NA," "
"99101","ADDY","Stevens WA",NA," ",NA," "
"99101","ADDY","Stevens WA",NA," ",NA," "
"99102","ALBION","Whitman WA","39420","Pullman, WA","39420"," "
"99103","ALMIRA","Grant WA","34180","Moses Lake, WA","34180"," "
"99103","ALMIRA","Lincoln WA",NA," ",NA," "
"99105","BENGE","Adams WA",NA," ",NA," "
"99109","CHEWELAH","Stevens WA",NA," ",NA," "
"99109","CHEWELAH","Stevens WA",NA," ",NA," "
"99110","CLAYTON","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99110","CLAYTON","Stevens WA",NA," ",NA," "
"99110","CLAYTON","Stevens WA",NA," ",NA," "
"99111","COLFAX","Whitman WA","39420","Pullman, WA","39420"," "
"99111","COLFAX","Whitman WA","39420","Pullman, WA","39420"," "
"99111","COLFAX","Whitman WA","39420","Pullman, WA","39420"," "
"99111","COLFAX","Whitman WA","39420","Pullman, WA","39420"," "
"99111","COLFAX","Whitman WA","39420","Pullman, WA","39420"," "
"99111","COLFAX","Whitman WA","39420","Pullman, WA","39420"," "
"99113","COLTON","Whitman WA","39420","Pullman, WA","39420"," "
"99113","COLTON","Whitman WA","39420","Pullman, WA","39420"," "
"99114","COLVILLE","Stevens WA",NA," ",NA," "
"99114","COLVILLE","Stevens WA",NA," ",NA," "
"99114","COLVILLE","Stevens WA",NA," ",NA," "
"99114","COLVILLE","Stevens WA",NA," ",NA," "
"99115","COULEE CITY","Douglas WA","48300","Wenatchee, WA","48300"," "
"99115","COULEE CITY","Douglas WA","48300","Wenatchee, WA","48300"," "
"99115","COULEE CITY","Grant WA","34180","Moses Lake, WA","34180"," "
"99116","COULEE DAM","Douglas WA","48300","Wenatchee, WA","48300"," "
"99116","COULEE DAM","Grant WA","34180","Moses Lake, WA","34180"," "
"99116","COULEE DAM","Okanogan WA",NA," ",NA," "
"99117","CRESTON","Lincoln WA",NA," ",NA," "
"99117","CRESTON","Lincoln WA",NA," ",NA," "
"99118","CURLEW","Ferry WA",NA," ",NA," "
"99118","CURLEW","Ferry WA",NA," ",NA," "
"99119","CUSICK","Pend Oreille WA",NA," ",NA," "
"99119","CUSICK","Pend Oreille WA",NA," ",NA," "
"99121","DANVILLE","Ferry WA",NA," ",NA," "
"99122","DAVENPORT","Lincoln WA",NA," ",NA," "
"99122","DAVENPORT","Lincoln WA",NA," ",NA," "
"99122","DAVENPORT","Lincoln WA",NA," ",NA," "
"99123","ELECTRIC CITY","Grant WA","34180","Moses Lake, WA","34180"," "
"99123","ELECTRIC CITY","Grant WA","34180","Moses Lake, WA","34180"," "
"99124","ELMER CITY","Okanogan WA",NA," ",NA," "
"99125","ENDICOTT","Whitman WA","39420","Pullman, WA","39420"," "
"99125","ENDICOTT","Whitman WA","39420","Pullman, WA","39420"," "
"99125","ENDICOTT","Whitman WA","39420","Pullman, WA","39420"," "
"99126","EVANS","Stevens WA",NA," ",NA," "
"99126","EVANS","Stevens WA",NA," ",NA," "
"99128","FARMINGTON","Whitman WA","39420","Pullman, WA","39420"," "
"99128","FARMINGTON","Whitman WA","39420","Pullman, WA","39420"," "
"99129","FRUITLAND","Stevens WA",NA," ",NA," "
"99129","FRUITLAND","Stevens WA",NA," ",NA," "
"99130","GARFIELD","Whitman WA","39420","Pullman, WA","39420"," "
"99130","GARFIELD","Whitman WA","39420","Pullman, WA","39420"," "
"99131","GIFFORD","Stevens WA",NA," ",NA," "
"99133","GRAND COULEE","Douglas WA","48300","Wenatchee, WA","48300"," "
"99133","GRAND COULEE","Grant WA","34180","Moses Lake, WA","34180"," "
"99133","GRAND COULEE","Lincoln WA",NA," ",NA," "
"99134","HARRINGTON","Lincoln WA",NA," ",NA," "
"99135","HARTLINE","Grant WA","34180","Moses Lake, WA","34180"," "
"99136","HAY","Whitman WA","39420","Pullman, WA","39420"," "
"99137","HUNTERS","Stevens WA",NA," ",NA," "
"99138","INCHELIUM","Ferry WA",NA," ",NA," "
"99139","IONE","Pend Oreille WA",NA," ",NA," "
"99140","KELLER","Ferry WA",NA," ",NA," "
"99141","KETTLE FALLS","Ferry WA",NA," ",NA," "
"99141","KETTLE FALLS","Stevens WA",NA," ",NA," "
"99141","KETTLE FALLS","Stevens WA",NA," ",NA," "
"99143","LACROSSE","Whitman WA","39420","Pullman, WA","39420"," "
"99143","LACROSSE","Whitman WA","39420","Pullman, WA","39420"," "
"99146","LAURIER","Ferry WA",NA," ",NA," "
"99148","LOON LAKE","Stevens WA",NA," ",NA," "
"99148","LOON LAKE","Stevens WA",NA," ",NA," "
"99149","MALDEN","Whitman WA","39420","Pullman, WA","39420"," "
"99150","MALO","Ferry WA",NA," ",NA," "
"99150","MALO","Ferry WA",NA," ",NA," "
"99151","MARCUS","Stevens WA",NA," ",NA," "
"99152","METALINE","Pend Oreille WA",NA," ",NA," "
"99153","METALINE FALLS","Pend Oreille WA",NA," ",NA," "
"99154","MOHLER","Lincoln WA",NA," ",NA," "
"99155","NESPELEM","Okanogan WA",NA," ",NA," "
"99156","NEWPORT","Pend Oreille WA",NA," ",NA," "
"99156","NEWPORT","Spokane WA","44060","Spokane-Spokane Valley, WA","44060"," "
"99157","NORTHPORT","Stevens WA",NA," ",NA," "
"99158","OAKESDALE","Whitman WA","39420","Pullman, WA","39420"," "
"99158","OAKESDALE","Whitman WA","39420","Pullman, WA","39420"," "
"99159","ODESSA","Adams WA",NA," ",NA," "
"99159","ODESSA","Adams WA",NA," ",NA," "
"99159","ODESSA","Lincoln WA",NA," ",NA," "
"99159","ODESSA","Lincoln WA",NA," ",NA," "
"99160","ORIENT","Ferry WA",NA," ",NA," "
"99161","PALOUSE","Whitman WA","39420","Pullman, WA","39420"," "
"99161","PALOUSE","Whitman WA","39420","Pullman, WA","39420"," "
"99163","PULLMAN","Whitman WA","39420","Pullman, WA","39420"," "
"99163","PULLMAN","Whitman WA","39420","Pullman, WA","39420"," "
"99163","PULLMAN","Whitman WA","39420","Pullman, WA","39420"," "
"99163","PULLMAN","Whitman WA","39420","Pullman, WA","39420"," "
"99166","REPUBLIC","Ferry WA",NA," ",NA," "
"99166","REPUBLIC","Ferry WA",NA," ",NA," "
"99166","REPUBLIC","Ferry WA",NA," ",NA," "
"99166","REPUBLIC","Ferry WA",NA," ",NA," "
"99166","REPUBLIC","Okanogan WA",NA," ",NA," "
"99167","RICE","Stevens WA",NA," ",NA," "
