"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage","SOC.CategoryCode","SOC.CategoryName"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","47-2041","Carpet Installers",26,52067,"47","Construction and Extraction"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","47-2041","Carpet Installers",18,43221,"47","Construction and Extraction"
"530004","Eastern WA Nonmetropolitan Area (NMA)","47-2041","Carpet Installers",48,48419,"47","Construction and Extraction"
"13380","Bellingham, WA","17-1021","Cartographers & Photogrammetrists",17,62925,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-1021","Cartographers & Photogrammetrists",334,62885,"17","Architecture and Engineering"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-1021","Cartographers & Photogrammetrists",193,83077,"17","Architecture and Engineering"
"45104","Tacoma-Lakewood, WA Metropolitan Division","17-1021","Cartographers & Photogrammetrists",43,83006,"17","Architecture and Engineering"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","17-1021","Cartographers & Photogrammetrists",15,72637,"17","Architecture and Engineering"
"13380","Bellingham, WA","41-2011","Cashiers",2534,27150,"41","Sales and Related"
"14740","Bremerton-Silverdale, WA","41-2011","Cashiers",1969,29420,"41","Sales and Related"
"28420","Kennewick-Richland, WA","41-2011","Cashiers",2352,25120,"41","Sales and Related"
"30300","Lewiston, ID-WA","41-2011","Cashiers",930,22330,"41","Sales and Related"
"31020","Longview, WA","41-2011","Cashiers",1031,25090,"41","Sales and Related"
"34580","Mount Vernon-Anacortes, WA","41-2011","Cashiers",1370,26630,"41","Sales and Related"
"36500","Olympia-Tumwater, WA","41-2011","Cashiers",2110,27410,"41","Sales and Related"
"38900","Portland-Vancouver-Hillsboro, OR-WA","41-2011","Cashiers",25725,25390,"41","Sales and Related"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","41-2011","Cashiers",26448,28540,"41","Sales and Related"
"44060","Spokane-Spokane Valley, WA","41-2011","Cashiers",5685,24910,"41","Sales and Related"
"45104","Tacoma-Lakewood, WA Metropolitan Division","41-2011","Cashiers",6608,27620,"41","Sales and Related"
"47460","Walla Walla, WA","41-2011","Cashiers",529,24460,"41","Sales and Related"
"48300","Wenatchee, WA","41-2011","Cashiers",1636,24950,"41","Sales and Related"
"49420","Yakima, WA","41-2011","Cashiers",2552,24760,"41","Sales and Related"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","41-2011","Cashiers",1737,27580,"41","Sales and Related"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","41-2011","Cashiers",2534,27680,"41","Sales and Related"
"530003","Central WA Nonmetropolitan Area (NMA)","41-2011","Cashiers",956,24730,"41","Sales and Related"
"530004","Eastern WA Nonmetropolitan Area (NMA)","41-2011","Cashiers",1291,25260,"41","Sales and Related"
"13380","Bellingham, WA","47-2051","Cement Masons & Concrete Finishers",111,65346,"47","Construction and Extraction"
"14740","Bremerton-Silverdale, WA","47-2051","Cement Masons & Concrete Finishers",65,38931,"47","Construction and Extraction"
"30300","Lewiston, ID-WA","47-2051","Cement Masons & Concrete Finishers",41,42334,"47","Construction and Extraction"
"36500","Olympia-Tumwater, WA","47-2051","Cement Masons & Concrete Finishers",90,46686,"47","Construction and Extraction"
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-2051","Cement Masons & Concrete Finishers",1663,51629,"47","Construction and Extraction"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-2051","Cement Masons & Concrete Finishers",1223,59079,"47","Construction and Extraction"
"44060","Spokane-Spokane Valley, WA","47-2051","Cement Masons & Concrete Finishers",472,62228,"47","Construction and Extraction"
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-2051","Cement Masons & Concrete Finishers",487,47644,"47","Construction and Extraction"
"48300","Wenatchee, WA","47-2051","Cement Masons & Concrete Finishers",183,48928,"47","Construction and Extraction"
"49420","Yakima, WA","47-2051","Cement Masons & Concrete Finishers",107,47573,"47","Construction and Extraction"
"530003","Central WA Nonmetropolitan Area (NMA)","47-2051","Cement Masons & Concrete Finishers",58,45392,"47","Construction and Extraction"
"530004","Eastern WA Nonmetropolitan Area (NMA)","47-2051","Cement Masons & Concrete Finishers",89,50875,"47","Construction and Extraction"
"13380","Bellingham, WA","35-1011","Chefs & Head Cooks",53,46664,"35","Food Preparation and Serving Related"
"14740","Bremerton-Silverdale, WA","35-1011","Chefs & Head Cooks",101,41897.69,"35","Food Preparation and Serving Related"
"28420","Kennewick-Richland, WA","35-1011","Chefs & Head Cooks",26,44516.29,"35","Food Preparation and Serving Related"
"31020","Longview, WA","35-1011","Chefs & Head Cooks",11,37758,"35","Food Preparation and Serving Related"
"34580","Mount Vernon-Anacortes, WA","35-1011","Chefs & Head Cooks",56,46941,"35","Food Preparation and Serving Related"
"38900","Portland-Vancouver-Hillsboro, OR-WA","35-1011","Chefs & Head Cooks",700,50290,"35","Food Preparation and Serving Related"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","35-1011","Chefs & Head Cooks",1127,58250,"35","Food Preparation and Serving Related"
"44060","Spokane-Spokane Valley, WA","35-1011","Chefs & Head Cooks",144,43346,"35","Food Preparation and Serving Related"
"45104","Tacoma-Lakewood, WA Metropolitan Division","35-1011","Chefs & Head Cooks",161,45503,"35","Food Preparation and Serving Related"
"47460","Walla Walla, WA","35-1011","Chefs & Head Cooks",14,57952,"35","Food Preparation and Serving Related"
"48300","Wenatchee, WA","35-1011","Chefs & Head Cooks",31,45852,"35","Food Preparation and Serving Related"
"49420","Yakima, WA","35-1011","Chefs & Head Cooks",38,43654,"35","Food Preparation and Serving Related"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","35-1011","Chefs & Head Cooks",26,49375,"35","Food Preparation and Serving Related"
"28420","Kennewick-Richland, WA","17-2041","Chemical Engineers",177,110833,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-2041","Chemical Engineers",119,96261,"17","Architecture and Engineering"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2041","Chemical Engineers",115,88221,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-9011","Chemical Equipment Operators & Tenders",212,37164,"51","Production"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-9011","Chemical Equipment Operators & Tenders",163,43882,"51","Production"
"44060","Spokane-Spokane Valley, WA","51-9011","Chemical Equipment Operators & Tenders",15,59268,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-8091","Chemical Plant & System Operators",94,67691,"51","Production"
"13380","Bellingham, WA","19-4031","Chemical Technicians",86,53032,"19","Life, Physical, and Social Science"
"28420","Kennewick-Richland, WA","19-4031","Chemical Technicians",136,66824,"19","Life, Physical, and Social Science"
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-4031","Chemical Technicians",187,54531,"19","Life, Physical, and Social Science"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","19-4031","Chemical Technicians",246,45376,"19","Life, Physical, and Social Science"
"44060","Spokane-Spokane Valley, WA","19-4031","Chemical Technicians",54,59381,"19","Life, Physical, and Social Science"
"45104","Tacoma-Lakewood, WA Metropolitan Division","19-4031","Chemical Technicians",43,46369,"19","Life, Physical, and Social Science"
"49420","Yakima, WA","19-4031","Chemical Technicians",14,34885,"19","Life, Physical, and Social Science"
"530004","Eastern WA Nonmetropolitan Area (NMA)","19-4031","Chemical Technicians",30,50895,"19","Life, Physical, and Social Science"
"13380","Bellingham, WA","25-1052","Chemistry Teachers, Postsecondary",32,67077,"25","Education, Training, and Library"
"36500","Olympia-Tumwater, WA","25-1052","Chemistry Teachers, Postsecondary",20,51685,"25","Education, Training, and Library"
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-1052","Chemistry Teachers, Postsecondary",130,75219,"25","Education, Training, and Library"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-1052","Chemistry Teachers, Postsecondary",238,82925,"25","Education, Training, and Library"
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-1052","Chemistry Teachers, Postsecondary",60,61113,"25","Education, Training, and Library"
"13380","Bellingham, WA","19-2031","Chemists",49,63320,"19","Life, Physical, and Social Science"
"14740","Bremerton-Silverdale, WA","19-2031","Chemists",65,80201,"19","Life, Physical, and Social Science"
"34580","Mount Vernon-Anacortes, WA","19-2031","Chemists",13,86844,"19","Life, Physical, and Social Science"
"36500","Olympia-Tumwater, WA","19-2031","Chemists",46,67057,"19","Life, Physical, and Social Science"
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-2031","Chemists",373,65771,"19","Life, Physical, and Social Science"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","19-2031","Chemists",707,76009,"19","Life, Physical, and Social Science"
"44060","Spokane-Spokane Valley, WA","19-2031","Chemists",21,60100,"19","Life, Physical, and Social Science"
"45104","Tacoma-Lakewood, WA Metropolitan Division","19-2031","Chemists",31,66510,"19","Life, Physical, and Social Science"
"49420","Yakima, WA","19-2031","Chemists",13,59422,"19","Life, Physical, and Social Science"
"530004","Eastern WA Nonmetropolitan Area (NMA)","19-2031","Chemists",25,71158,"19","Life, Physical, and Social Science"
"13380","Bellingham, WA","11-1011","Chief Executives",126,159033,"11","Management"
"14740","Bremerton-Silverdale, WA","11-1011","Chief Executives",105,185340,"11","Management"
"28420","Kennewick-Richland, WA","11-1011","Chief Executives",161,183238,"11","Management"
"30300","Lewiston, ID-WA","11-1011","Chief Executives",52,125798,"11","Management"
"31020","Longview, WA","11-1011","Chief Executives",64,157033,"11","Management"
"34580","Mount Vernon-Anacortes, WA","11-1011","Chief Executives",64,139339,"11","Management"
"36500","Olympia-Tumwater, WA","11-1011","Chief Executives",138,141257,"11","Management"
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-1011","Chief Executives",1889,202809,"11","Management"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-1011","Chief Executives",3488,221697,"11","Management"
"44060","Spokane-Spokane Valley, WA","11-1011","Chief Executives",466,158839,"11","Management"
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-1011","Chief Executives",425,188391,"11","Management"
"47460","Walla Walla, WA","11-1011","Chief Executives",32,124920,"11","Management"
"48300","Wenatchee, WA","11-1011","Chief Executives",69,146798,"11","Management"
"49420","Yakima, WA","11-1011","Chief Executives",137,164176,"11","Management"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","11-1011","Chief Executives",120,123614,"11","Management"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","11-1011","Chief Executives",132,174737,"11","Management"
"530003","Central WA Nonmetropolitan Area (NMA)","11-1011","Chief Executives",65,131869,"11","Management"
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-1011","Chief Executives",114,124155,"11","Management"
"13380","Bellingham, WA","21-1021","Child, Family & School Social Workers",170,51138,"21","Community and Social Service"
"28420","Kennewick-Richland, WA","21-1021","Child, Family & School Social Workers",166,45830.81,"21","Community and Social Service"
"30300","Lewiston, ID-WA","21-1021","Child, Family & School Social Workers",79,43331,"21","Community and Social Service"
"31020","Longview, WA","21-1021","Child, Family & School Social Workers",101,49103,"21","Community and Social Service"
"34580","Mount Vernon-Anacortes, WA","21-1021","Child, Family & School Social Workers",117,49275,"21","Community and Social Service"
"36500","Olympia-Tumwater, WA","21-1021","Child, Family & School Social Workers",228,49002,"21","Community and Social Service"
"38900","Portland-Vancouver-Hillsboro, OR-WA","21-1021","Child, Family & School Social Workers",1820,48941,"21","Community and Social Service"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","21-1021","Child, Family & School Social Workers",2419,49265,"21","Community and Social Service"
"44060","Spokane-Spokane Valley, WA","21-1021","Child, Family & School Social Workers",611,48384,"21","Community and Social Service"
"45104","Tacoma-Lakewood, WA Metropolitan Division","21-1021","Child, Family & School Social Workers",743,55098,"21","Community and Social Service"
"48300","Wenatchee, WA","21-1021","Child, Family & School Social Workers",64,49903,"21","Community and Social Service"
"49420","Yakima, WA","21-1021","Child, Family & School Social Workers",297,49761,"21","Community and Social Service"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","21-1021","Child, Family & School Social Workers",162,45670,"21","Community and Social Service"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","21-1021","Child, Family & School Social Workers",162,51918,"21","Community and Social Service"
"530003","Central WA Nonmetropolitan Area (NMA)","21-1021","Child, Family & School Social Workers",152,45842,"21","Community and Social Service"
"530004","Eastern WA Nonmetropolitan Area (NMA)","21-1021","Child, Family & School Social Workers",124,46662,"21","Community and Social Service"
"13380","Bellingham, WA","39-9011","Childcare Workers",428,24354,"39","Personal Care and Service"
"14740","Bremerton-Silverdale, WA","39-9011","Childcare Workers",118,25104,"39","Personal Care and Service"
"30300","Lewiston, ID-WA","39-9011","Childcare Workers",80,22721,"39","Personal Care and Service"
"31020","Longview, WA","39-9011","Childcare Workers",41,26953,"39","Personal Care and Service"
"34580","Mount Vernon-Anacortes, WA","39-9011","Childcare Workers",119,24323,"39","Personal Care and Service"
"36500","Olympia-Tumwater, WA","39-9011","Childcare Workers",278,23388,"39","Personal Care and Service"
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-9011","Childcare Workers",4093,25597,"39","Personal Care and Service"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-9011","Childcare Workers",3773,27548,"39","Personal Care and Service"
"44060","Spokane-Spokane Valley, WA","39-9011","Childcare Workers",630,25073,"39","Personal Care and Service"
