"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage"
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-4031","Morticians, Undertakers & Funeral Directors",108.7,49016
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-4031","Morticians, Undertakers & Funeral Directors",122.5,58096
"44060","Spokane-Spokane Valley, WA","39-4031","Morticians, Undertakers & Funeral Directors",29.5,48246
"45104","Tacoma-Lakewood, WA Metropolitan Division","39-4031","Morticians, Undertakers & Funeral Directors",29.8,56134
"530002","Southwestern WA Nonmetropolitan Area (NMA)","39-4031","Morticians, Undertakers & Funeral Directors",NA,55672
"53","Washington","39-3021","Motion Picture Projectionists",57.2,30774
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-3021","Motion Picture Projectionists",12.2,34286
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-3021","Motion Picture Projectionists",24.1,32900
"53","Washington","53-3099","Motor Vehicle Operators, All Other",1178.7,38376
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-3099","Motor Vehicle Operators, All Other",1168.9,32030
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-3099","Motor Vehicle Operators, All Other",779.1,33816
"44060","Spokane-Spokane Valley, WA","53-3099","Motor Vehicle Operators, All Other",NA,52260
"45104","Tacoma-Lakewood, WA Metropolitan Division","53-3099","Motor Vehicle Operators, All Other",83,47988
"530001","Northwestern WA Nonmetropolitan Area (NMA)","53-3099","Motor Vehicle Operators, All Other",13,57579
"53","Washington","49-3051","Motorboat Mechanics & Service Technicians",786.3,47333
"13380","Bellingham, WA","49-3051","Motorboat Mechanics & Service Technicians",40.9,42762
"34580","Mount Vernon-Anacortes, WA","49-3051","Motorboat Mechanics & Service Technicians",43.2,43917
"36500","Olympia-Tumwater, WA","49-3051","Motorboat Mechanics & Service Technicians",54.8,44890
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3051","Motorboat Mechanics & Service Technicians",NA,39427
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3051","Motorboat Mechanics & Service Technicians",359.2,54012
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-3051","Motorboat Mechanics & Service Technicians",148.4,41322
"49420","Yakima, WA","49-3051","Motorboat Mechanics & Service Technicians",NA,34947
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-3051","Motorboat Mechanics & Service Technicians",64.5,40471
"53","Washington","53-5022","Motorboat Operators",132.8,54375
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-5022","Motorboat Operators",NA,44558
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-5022","Motorboat Operators",NA,50935
"53","Washington","49-3052","Motorcycle Mechanics",335.2,44393
"14740","Bremerton-Silverdale, WA","49-3052","Motorcycle Mechanics",20.2,44383
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3052","Motorcycle Mechanics",93.1,34805
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3052","Motorcycle Mechanics",94.5,49704
"44060","Spokane-Spokane Valley, WA","49-3052","Motorcycle Mechanics",44.8,40552
"530003","Central WA Nonmetropolitan Area (NMA)","49-3052","Motorcycle Mechanics",11,33954
"53","Washington","27-1014","Multimedia Artists & Animators",1797.6,77092
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-1014","Multimedia Artists & Animators",955.8,75320
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-1014","Multimedia Artists & Animators",1603,78014
"44060","Spokane-Spokane Valley, WA","27-1014","Multimedia Artists & Animators",NA,61437
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-1014","Multimedia Artists & Animators",NA,72596
"53","Washington","51-4081","Multiple Machine Tool Setters/Oprs/Tenders, Metal/Plastic",770,42555
"13380","Bellingham, WA","51-4081","Multiple Machine Tool Setters/Oprs/Tenders, Metal/Plastic",NA,39818
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-4081","Multiple Machine Tool Setters/Oprs/Tenders, Metal/Plastic",732.6,36684
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-4081","Multiple Machine Tool Setters/Oprs/Tenders, Metal/Plastic",551.5,44505
"44060","Spokane-Spokane Valley, WA","51-4081","Multiple Machine Tool Setters/Oprs/Tenders, Metal/Plastic",73.2,39920
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-4081","Multiple Machine Tool Setters/Oprs/Tenders, Metal/Plastic",NA,33744
"53","Washington","25-4013","Museum Technicians & Conservators",295,42956
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-4013","Museum Technicians & Conservators",NA,38895
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-4013","Museum Technicians & Conservators",129.9,50166
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-4013","Museum Technicians & Conservators",71.1,33630
"530001","Northwestern WA Nonmetropolitan Area (NMA)","25-4013","Museum Technicians & Conservators",10.2,30227
"53","Washington","27-2041","Music Directors & Composers",196.4,61994
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-2041","Music Directors & Composers",256.1,47726
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-2041","Music Directors & Composers",114.9,68768
"44060","Spokane-Spokane Valley, WA","27-2041","Music Directors & Composers",22.4,NA
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-2041","Music Directors & Composers",23,NA
"53","Washington","49-9063","Musical Instrument Repairers & Tuners",330.2,40562
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9063","Musical Instrument Repairers & Tuners",83.1,38190
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9063","Musical Instrument Repairers & Tuners",NA,36143
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-9063","Musical Instrument Repairers & Tuners",122.8,44221
"53","Washington","27-2042","Musicians & Singers",1066.9,NA
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-2042","Musicians & Singers",1013.5,NA
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-2042","Musicians & Singers",601.2,NA
"44060","Spokane-Spokane Valley, WA","27-2042","Musicians & Singers",140.1,NA
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-2042","Musicians & Singers",121.4,NA
"53","Washington","11-9121","Natural Sciences Managers",1835.4,142237
"13380","Bellingham, WA","11-9121","Natural Sciences Managers",14.2,105614
"14740","Bremerton-Silverdale, WA","11-9121","Natural Sciences Managers",25.7,121859
"34580","Mount Vernon-Anacortes, WA","11-9121","Natural Sciences Managers",19.4,109155
"36500","Olympia-Tumwater, WA","11-9121","Natural Sciences Managers",69.2,112226
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-9121","Natural Sciences Managers",693.7,129145
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-9121","Natural Sciences Managers",1106.5,154400
"44060","Spokane-Spokane Valley, WA","11-9121","Natural Sciences Managers",58.5,114685
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-9121","Natural Sciences Managers",61,118288
"47460","Walla Walla, WA","11-9121","Natural Sciences Managers",37.7,108083
"48300","Wenatchee, WA","11-9121","Natural Sciences Managers",23,101573
"49420","Yakima, WA","11-9121","Natural Sciences Managers",NA,108134
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-9121","Natural Sciences Managers",34.8,96573
"53","Washington","15-1142","Network & Computer Systems Administrators",9082,89892
"13380","Bellingham, WA","15-1142","Network & Computer Systems Administrators",114.6,72637
"14740","Bremerton-Silverdale, WA","15-1142","Network & Computer Systems Administrators",118.4,77416
"28420","Kennewick-Richland, WA","15-1142","Network & Computer Systems Administrators",233,87350
"30300","Lewiston, ID-WA","15-1142","Network & Computer Systems Administrators",54.7,57417
"31020","Longview, WA","15-1142","Network & Computer Systems Administrators",50.9,81355
"34580","Mount Vernon-Anacortes, WA","15-1142","Network & Computer Systems Administrators",108.1,72535
"36500","Olympia-Tumwater, WA","15-1142","Network & Computer Systems Administrators",229.3,79006
"38900","Portland-Vancouver-Hillsboro, OR-WA","15-1142","Network & Computer Systems Administrators",2469,82348
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","15-1142","Network & Computer Systems Administrators",6405.4,96515
"44060","Spokane-Spokane Valley, WA","15-1142","Network & Computer Systems Administrators",418.6,67037
"45104","Tacoma-Lakewood, WA Metropolitan Division","15-1142","Network & Computer Systems Administrators",494.9,75847
"47460","Walla Walla, WA","15-1142","Network & Computer Systems Administrators",30.3,72829
"48300","Wenatchee, WA","15-1142","Network & Computer Systems Administrators",101.4,82510
"49420","Yakima, WA","15-1142","Network & Computer Systems Administrators",147.3,65872
"530001","Northwestern WA Nonmetropolitan Area (NMA)","15-1142","Network & Computer Systems Administrators",113.4,66389
"530002","Southwestern WA Nonmetropolitan Area (NMA)","15-1142","Network & Computer Systems Administrators",71.4,64586
"530003","Central WA Nonmetropolitan Area (NMA)","15-1142","Network & Computer Systems Administrators",48.1,64161
"530004","Eastern WA Nonmetropolitan Area (NMA)","15-1142","Network & Computer Systems Administrators",35.3,77943
"53","Washington","43-4141","New Accounts Clerks",629.5,42784
"28420","Kennewick-Richland, WA","43-4141","New Accounts Clerks",37.9,40670
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-4141","New Accounts Clerks",376.5,39996
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-4141","New Accounts Clerks",251.8,51596
"44060","Spokane-Spokane Valley, WA","43-4141","New Accounts Clerks",61.5,39976
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-4141","New Accounts Clerks",89.8,36616
"53","Washington","39-2021","Nonfarm Animal Caretakers",4474.8,28843
"13380","Bellingham, WA","39-2021","Nonfarm Animal Caretakers",173.5,28421
"14740","Bremerton-Silverdale, WA","39-2021","Nonfarm Animal Caretakers",110.4,27764
"28420","Kennewick-Richland, WA","39-2021","Nonfarm Animal Caretakers",121.3,27569
"30300","Lewiston, ID-WA","39-2021","Nonfarm Animal Caretakers",33.2,20820
"31020","Longview, WA","39-2021","Nonfarm Animal Caretakers",58.6,29931
"34580","Mount Vernon-Anacortes, WA","39-2021","Nonfarm Animal Caretakers",67.3,25576
"36500","Olympia-Tumwater, WA","39-2021","Nonfarm Animal Caretakers",173.7,27826
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-2021","Nonfarm Animal Caretakers",1599.3,29500
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-2021","Nonfarm Animal Caretakers",2340.4,29418
"44060","Spokane-Spokane Valley, WA","39-2021","Nonfarm Animal Caretakers",312.1,27086
"45104","Tacoma-Lakewood, WA Metropolitan Division","39-2021","Nonfarm Animal Caretakers",464.1,27487
"47460","Walla Walla, WA","39-2021","Nonfarm Animal Caretakers",36.3,29079
"48300","Wenatchee, WA","39-2021","Nonfarm Animal Caretakers",42.6,26624
"49420","Yakima, WA","39-2021","Nonfarm Animal Caretakers",39.1,25042
"530001","Northwestern WA Nonmetropolitan Area (NMA)","39-2021","Nonfarm Animal Caretakers",210.3,29644
"530002","Southwestern WA Nonmetropolitan Area (NMA)","39-2021","Nonfarm Animal Caretakers",53.6,28411
"530004","Eastern WA Nonmetropolitan Area (NMA)","39-2021","Nonfarm Animal Caretakers",26.5,25104
"53","Washington","17-2161","Nuclear Engineers",1422.5,97973
"28420","Kennewick-Richland, WA","17-2161","Nuclear Engineers",539.5,113669
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2161","Nuclear Engineers",NA,114651
"53","Washington","29-2033","Nuclear Medicine Technologists",376.2,91674
"28420","Kennewick-Richland, WA","29-2033","Nuclear Medicine Technologists",11.9,79401
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2033","Nuclear Medicine Technologists",85.3,88900
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2033","Nuclear Medicine Technologists",132.6,94925
"44060","Spokane-Spokane Valley, WA","29-2033","Nuclear Medicine Technologists",39.8,83016
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-2033","Nuclear Medicine Technologists",75.4,93487
"47460","Walla Walla, WA","29-2033","Nuclear Medicine Technologists",12.1,87006
"49420","Yakima, WA","29-2033","Nuclear Medicine Technologists",NA,94206
"53","Washington","19-4051","Nuclear Technicians",41.8,70652
"28420","Kennewick-Richland, WA","19-4051","Nuclear Technicians",32.7,72181
"53","Washington","29-1151","Nurse Anesthetists",571.7,190082
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1151","Nurse Anesthetists",237.2,188715
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1151","Nurse Anesthetists",NA,183156
"44060","Spokane-Spokane Valley, WA","29-1151","Nurse Anesthetists",NA,224522
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-1151","Nurse Anesthetists",28.8,204978
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-1151","Nurse Anesthetists",NA,287093
"530003","Central WA Nonmetropolitan Area (NMA)","29-1151","Nurse Anesthetists",13.1,185080
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-1151","Nurse Anesthetists",25.8,77406
"53","Washington","29-1161","Nurse Midwives",88.8,99370
"36500","Olympia-Tumwater, WA","29-1161","Nurse Midwives",23.4,92140
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1161","Nurse Midwives",73.8,114236
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1161","Nurse Midwives",29.8,101041
"53","Washington","29-1171","Nurse Practitioners",2663.2,108757
"13380","Bellingham, WA","29-1171","Nurse Practitioners",63.1,95441
"14740","Bremerton-Silverdale, WA","29-1171","Nurse Practitioners",58.3,108322
"28420","Kennewick-Richland, WA","29-1171","Nurse Practitioners",94.4,112119
"30300","Lewiston, ID-WA","29-1171","Nurse Practitioners",41.1,103218
"31020","Longview, WA","29-1171","Nurse Practitioners",35.6,112524
"34580","Mount Vernon-Anacortes, WA","29-1171","Nurse Practitioners",64.5,92474
"36500","Olympia-Tumwater, WA","29-1171","Nurse Practitioners",75.1,103998
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1171","Nurse Practitioners",1047.1,115289
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1171","Nurse Practitioners",1374.2,109912
"44060","Spokane-Spokane Valley, WA","29-1171","Nurse Practitioners",182.8,116494
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-1171","Nurse Practitioners",210.9,116909
"47460","Walla Walla, WA","29-1171","Nurse Practitioners",15.4,120099
"48300","Wenatchee, WA","29-1171","Nurse Practitioners",52,108656
"49420","Yakima, WA","29-1171","Nurse Practitioners",90,102499
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-1171","Nurse Practitioners",42.2,98682
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-1171","Nurse Practitioners",59.6,98864
"530003","Central WA Nonmetropolitan Area (NMA)","29-1171","Nurse Practitioners",44.6,108494
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-1171","Nurse Practitioners",43,104909
"53","Washington","29-2061","Nurses, Practical & Vocational (Licensed)",7252.4,51381
"13380","Bellingham, WA","29-2061","Nurses, Practical & Vocational (Licensed)",306.8,46531
"14740","Bremerton-Silverdale, WA","29-2061","Nurses, Practical & Vocational (Licensed)",403.9,50622
"28420","Kennewick-Richland, WA","29-2061","Nurses, Practical & Vocational (Licensed)",198,49670
"30300","Lewiston, ID-WA","29-2061","Nurses, Practical & Vocational (Licensed)",83.4,42956
"31020","Longview, WA","29-2061","Nurses, Practical & Vocational (Licensed)",117.8,48698
"34580","Mount Vernon-Anacortes, WA","29-2061","Nurses, Practical & Vocational (Licensed)",165.2,46916
"36500","Olympia-Tumwater, WA","29-2061","Nurses, Practical & Vocational (Licensed)",238.4,50926
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2061","Nurses, Practical & Vocational (Licensed)",1609.5,51432
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2061","Nurses, Practical & Vocational (Licensed)",2260.5,55138
"44060","Spokane-Spokane Valley, WA","29-2061","Nurses, Practical & Vocational (Licensed)",690.4,50470
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-2061","Nurses, Practical & Vocational (Licensed)",1481.6,51523
"47460","Walla Walla, WA","29-2061","Nurses, Practical & Vocational (Licensed)",85.5,44070
"48300","Wenatchee, WA","29-2061","Nurses, Practical & Vocational (Licensed)",109.1,45022
"49420","Yakima, WA","29-2061","Nurses, Practical & Vocational (Licensed)",321.7,46602
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-2061","Nurses, Practical & Vocational (Licensed)",158.2,48688
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-2061","Nurses, Practical & Vocational (Licensed)",205.4,51088
